"id","product_uid","product_title","search_term","relevance"
3138,100551,"MARAZZI VitaElegante Ardesia 3 in. x 12 in. Glazed Porcelain Floor and Wall Bullnose Tile","bullnose tile",2.67
3139,100552,"1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel","4x9ft wall paneling",1.67
3140,100552,"1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel","brick board",2
3143,100552,"1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel","brick wall panles",2.33
3144,100552,"1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel","chinking for bricks",1.67
3147,100552,"1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel","venner",1
3151,100553,"Milwaukee 12 in. Sliding Dual Bevel Miter Saw","12 compound miter saw",3
3159,100554,"TrafficMASTER Portland Stone Gray 12 in. x 24 in. Glazed Ceramic Floor and Wall Tile (15.01 sq. ft. / case)","ceramic tile floors",3
3161,100554,"TrafficMASTER Portland Stone Gray 12 in. x 24 in. Glazed Ceramic Floor and Wall Tile (15.01 sq. ft. / case)","gray floor tile",3
3163,100554,"TrafficMASTER Portland Stone Gray 12 in. x 24 in. Glazed Ceramic Floor and Wall Tile (15.01 sq. ft. / case)","kitchen floor tikles",3
3165,100554,"TrafficMASTER Portland Stone Gray 12 in. x 24 in. Glazed Ceramic Floor and Wall Tile (15.01 sq. ft. / case)","tiles floor",3
3170,100556,"Samsung 4.0 cu. ft. Top Load Washer in White, Non ENERGY STAR","washer dryer sets",2.67
3171,100557,"Grace Ice &amp; Water Shield 36 in. x 75 ft. (225 sq. ft.) Roll Roofing Underlayment in Black","barreir",1
3172,100557,"Grace Ice &amp; Water Shield 36 in. x 75 ft. (225 sq. ft.) Roll Roofing Underlayment in Black","black shingles",2
3179,100557,"Grace Ice &amp; Water Shield 36 in. x 75 ft. (225 sq. ft.) Roll Roofing Underlayment in Black","roll roofing lap cemet",2.33
3181,100557,"Grace Ice &amp; Water Shield 36 in. x 75 ft. (225 sq. ft.) Roll Roofing Underlayment in Black","roof ridge",2.33
3187,100558,"Klein Tools Fiberglass Fish Tape Repair Kit","fiberglass repair kit",2.33
3190,100559,"DUROCK 36 in. x 50 ft. Waterproofing Membrane","durock",3
3192,100560,"DEWALT 12 Amp 7 in./9 in. Variable Speed Polisher with Soft Start","buffer polishewr",2
3194,100561,"Safavieh Carpet to Carpet White 8 ft. x 10 ft. Rug Pad","carpet  to carpet tape",2.67
3199,100562,"Daltile Briton Bone 2 in. x 6 in. Bullnose Wall Tile","2in by 6 in bullnose tile",3
3200,100562,"Daltile Briton Bone 2 in. x 6 in. Bullnose Wall Tile","briton",2
3202,100562,"Daltile Briton Bone 2 in. x 6 in. Bullnose Wall Tile","bullnose tile",3
3211,100564,"DryConn Large Waterproof Wire Connectors - Aqua/Blue (20-Pack)","waterproof wire connector",3
3213,100565,"DuraHeat 23,000 BTU Kerosene Portable Heater","coleman fuel for propane heater",2
3214,100565,"DuraHeat 23,000 BTU Kerosene Portable Heater","indoor castiron propane heater",1.67
3215,100565,"DuraHeat 23,000 BTU Kerosene Portable Heater","keorsene heater wicks",1
3223,100565,"DuraHeat 23,000 BTU Kerosene Portable Heater","propane space heater",2.67
3225,100566,"Agri-Fab SmartSpreader 130 lb. Tow Spreader","spreader",3
3227,100567,"Rayovac 3D LED Indestructible Lantern with Battery","batteries rayovac",2.67
3229,100567,"Rayovac 3D LED Indestructible Lantern with Battery","lanterun",2.67
3231,100569,"Masonite Mini Blind Painted Steel Prehung Front Door with No Brickmold","french doors exterior",1.67
3232,100569,"Masonite Mini Blind Painted Steel Prehung Front Door with No Brickmold","masonite french style",1.67
3235,100570,"SPT 476 CFM 3-Speed Portable Evaporative Air Cooler for 87.5 sq. ft.","ac fan",2
3238,100570,"SPT 476 CFM 3-Speed Portable Evaporative Air Cooler for 87.5 sq. ft.","swamp cooler window",2.33
3241,100571,"Cooper Bussmann AGC Series 5 Amp Silver Electronic Fuses (5-Pack)","Fuses",3
3246,100572,"1 in. x 6 in. x 6 ft. Common Board","1x6 cedar boaed",2.67
3249,100572,"1 in. x 6 in. x 6 ft. Common Board","6in  by 6 in.lumder",2.67
3250,100572,"1 in. x 6 in. x 6 ft. Common Board","cedar boards 1x6x6ft",2.67
3254,100572,"1 in. x 6 in. x 6 ft. Common Board","wooden planks",2.67
3256,100573,"4 in. x 4 in. x 5-1/3 ft. Pressure-Treated Pine 2-Hole Fence End Post","2x2 treated posts",2.33
3260,100573,"4 in. x 4 in. x 5-1/3 ft. Pressure-Treated Pine 2-Hole Fence End Post","knoty pine fencing",2.67
3268,100574,"UltraTouch 48 in. x 75 in. Denim Insulation Hot Water Heater Blanket","tank",2.67
3270,100574,"UltraTouch 48 in. x 75 in. Denim Insulation Hot Water Heater Blanket","water heater blanket",3
3272,100575,"Gardner Bender Heat-Shrink Tubing Assortment (160-Piece)","heat shrink tubing",3
3274,100576,"Commercial Electric 3-Light Under Cabinet White Puck Kit","under cabinet lighting",3
3276,100576,"Commercial Electric 3-Light Under Cabinet White Puck Kit","xenon puck lights",3
3281,100578,"Quik Shade Canopy Wall Panel Kit","tent",2
3285,100580,"Roundup 1.25 gal. Ready-to-Use Extended Control Weed and Grass Killer Plus Weed Preventer Refill","roundup",3
3288,100581,"Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Red Oak Plywood","3/4 4x8 plywood",3
3292,100581,"Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Red Oak Plywood","3/4x4x8 a/c fir plywood",3
3295,100581,"Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Red Oak Plywood","maple lumber",2.67
3301,100581,"Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Red Oak Plywood","plywood board",2.67
3304,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","black electric stove no window",1.33
3309,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","induction range",2.33
3311,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","range top",1.67
3312,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","stove element",1
3314,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","stovetop",2
3315,100582,"Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element","whirlpool  electric range 30  drop-in model rs675pxgb8",1.67
3322,100585,"Hampton Bay Spring Haven Grey All-Weather Wicker Patio Chaise Lounge with Custom Cushion","texas lounge chaise",2.67
3323,100586,"DEWALT Safety Goggles Concealer with Clear Anti-Fog Lens","glasses",2
3327,100587,"SAUDER Harbor View Collection 61 in. Antiqued White Corner Entertainment Credenza","corner tv stands",3
3328,100587,"SAUDER Harbor View Collection 61 in. Antiqued White Corner Entertainment Credenza","credenza",3
3330,100587,"SAUDER Harbor View Collection 61 in. Antiqued White Corner Entertainment Credenza","harbor view",3
3331,100587,"SAUDER Harbor View Collection 61 in. Antiqued White Corner Entertainment Credenza","sauder furniture",2.67
3333,100588,"Cooper Bussmann AGC Series 3 Amp Silver Automotive Fuses (5-Pack)","Fuses",2.67
3338,100590,"Home Decorators Collection Rosengrant 59.5 in. Media Console Electric Fireplace in Walnut with Reversible Wine Shelves","electric fireplace media console.",2.67
3341,100590,"Home Decorators Collection Rosengrant 59.5 in. Media Console Electric Fireplace in Walnut with Reversible Wine Shelves","fireplace tv stands",3
3342,100590,"Home Decorators Collection Rosengrant 59.5 in. Media Console Electric Fireplace in Walnut with Reversible Wine Shelves","media fireplaces",3
3344,100591,"InSinkErator Replacement Filter Cartridges (2-Pack)","cartridge filter fosle",2.67
3346,100591,"InSinkErator Replacement Filter Cartridges (2-Pack)","poll cartridge filter",2.33
3348,100592,"The Home Depot 3-Year Protection Plan for Mowers ($300-$399.99)","honda mower",1.67
3354,100593,"Hampton Bay Legion 1,000 sq. ft. Panoramic Infrared Electric Stove","hampton bay 003234",1.33
3356,100593,"Hampton Bay Legion 1,000 sq. ft. Panoramic Infrared Electric Stove","infered heaters",3
3359,100593,"Hampton Bay Legion 1,000 sq. ft. Panoramic Infrared Electric Stove","stove heater",3
3360,100593,"Hampton Bay Legion 1,000 sq. ft. Panoramic Infrared Electric Stove","the hampton bay cf552b-mk52",2.67
3366,100594,"KOHLER Archer 5 ft. Right Drain Soaking Tub in White","tubs",3
3369,100596,"1/2 in. x 120 in. Black Steel 10 ft. Schedule 40 Pipe","1-1/2in. x 1ft. blk pipe",2
3374,100596,"1/2 in. x 120 in. Black Steel 10 ft. Schedule 40 Pipe","half inch pipe tap",2.67
3388,100599,"Roundup 32 oz. Concentrate Weed and Grass Killer","round grass edger",1.67
3389,100599,"Roundup 32 oz. Concentrate Weed and Grass Killer","round up concentrate",3
3391,100599,"Roundup 32 oz. Concentrate Weed and Grass Killer","rounds",1.33
3392,100599,"Roundup 32 oz. Concentrate Weed and Grass Killer","roundup",3
3397,100600,"STERLING All Pro 60 in. x 30 in. x 72-3/4 in. Shower Kit with Left Drain in White","one piece showers",2.33
3400,100600,"STERLING All Pro 60 in. x 30 in. x 72-3/4 in. Shower Kit with Left Drain in White","show me all 60 inch vaniteis",2
3403,100600,"STERLING All Pro 60 in. x 30 in. x 72-3/4 in. Shower Kit with Left Drain in White","tub shower 60 x 32 x 72",3
3406,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","door knob self locking",1.67
3407,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","fire door hinge self closing",2.33
3410,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","kitchen cabinet door pulls",1.67
3411,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","kitchen cabinet hinge",2.67
3412,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","kitchen cupboards hinges",2.33
3414,100601,"Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack)","what is overlay kitchen cabinet",2.33
3416,100602,"Ingersoll Rand 1/2 in. Drive Air Impactool","impact wrench",2.33
3417,100603,"Diablo 12 in. x 80-Tooth Finishing Saw Blade","12 saw blade",3
3418,100603,"Diablo 12 in. x 80-Tooth Finishing Saw Blade","acrylic table saw blades",2.67
3422,100603,"Diablo 12 in. x 80-Tooth Finishing Saw Blade","freud saw blades",2.67
3430,100605,"Hampton Bay Waterton Collection 1-Light Chrome Wall Sconce","waterton",3
3440,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","ceiling fans with cawls details",2.67
3443,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","ceiling light only with remote",2.33
3446,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","cieling",2.33
3447,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","cieling fan",2.33
3449,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","fan with remote",3
3453,100606,"Hampton Bay Southwind 52 in. Brushed Nickel Ceiling Fan","hampton ceiling fans",3
3457,100607,"Sigman 6 ft. 8 in. x 8 ft. 8 in. 10 oz. Beige Canvas Tarp","canvas drop cloth",3
3460,100608,"Winegard J Pipe Antenna Mount","installing an antenna",2
3470,100609,"Maglite Black LED 2D Flashlight","maglite flashlights",3
3471,100609,"Maglite Black LED 2D Flashlight","maglite LED flashlight",3
3473,100610,"Westinghouse 2-Light Brushed Nickel Flush-Mount Interior with Pull Chain and Frosted Fluted Glass","closet light fixture",2.33
3475,100610,"Westinghouse 2-Light Brushed Nickel Flush-Mount Interior with Pull Chain and Frosted Fluted Glass","construction light chain",1.67
3477,100611,"American Standard H2Option 2-piece Siphonic 1.6/1.0 GPF Dual Flush Round Front Toilet in White","american standard vormax",2.33
3479,100611,"American Standard H2Option 2-piece Siphonic 1.6/1.0 GPF Dual Flush Round Front Toilet in White","insulated toilet",2.33
3485,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24  bathroom vanities",2.67
3486,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24 inch vanity",3
3487,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24 inch white vanity",3
3488,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24 inche sink and vanity for bath",2.33
3490,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24 white vanity",3
3491,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","24in vanity",2.67
3494,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","GLACIER BAY BATHROOM VANITY",3
3496,100612,"Glacier Bay Lancaster 24 in. Vanity in White with Alpine Vanity Top in White","white bathroom vanity",2.33
3499,100613,"X-15 16 oz. PVC Bonding Adhesive","PVC glue",3
3506,100615,"Dyna-Glo 18,000 BTU Propane Cabinet Gas Portable Heater","indoor space heater",3
3507,100615,"Dyna-Glo 18,000 BTU Propane Cabinet Gas Portable Heater","instant  waater heater gas lp",2.33
3509,100615,"Dyna-Glo 18,000 BTU Propane Cabinet Gas Portable Heater","mr heater",2.33
3513,100616,"MOEN Halo 3-Spray 9 in. Rainshower Showerhead in Chrome","chrome rainshower showerhead",1.67
3515,100616,"MOEN Halo 3-Spray 9 in. Rainshower Showerhead in Chrome","europa shower head",2.67
3516,100616,"MOEN Halo 3-Spray 9 in. Rainshower Showerhead in Chrome","moen 8in velocity rain head shower in chrome",2.33
3517,100616,"MOEN Halo 3-Spray 9 in. Rainshower Showerhead in Chrome","rain shower head",3
3520,100618,"Gardner Bender 100-Piece Terminal Kit","electrical wire connectors",2
3521,100618,"Gardner Bender 100-Piece Terminal Kit","heat shrink tubing",1
3522,100618,"Gardner Bender 100-Piece Terminal Kit","wire terminal",3
3523,100619,"Samsung 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","apt size stackable  washer and dryer",1.67
3535,100619,"Samsung 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","samsung front load dryer",2.33
3536,100619,"Samsung 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","samsung front load washer 3.7",2
3540,100619,"Samsung 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","washer   dryer",2.67
3541,100619,"Samsung 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","washer dryer set",2.33
3543,100620,"Rust-Oleum RockSolid 152 oz. Gray Polycuramine 2.5 Car Garage Floor Kit","editing garage floor",2
3552,100622,"3M Super 77 16.75 fl. oz. Multi-Purpose Spray Adhesive","contact cement",1
3553,100622,"3M Super 77 16.75 fl. oz. Multi-Purpose Spray Adhesive","repositionable spray adhesives",1.67
3558,100623,"Duck Covers Ultimate 76 in. Square Patio Table and Chair Set Cover","table with cover",2.33
3561,100624,"4 in. x 4 in. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Post","4 x 4 posts",2.67
3564,100624,"4 in. x 4 in. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Post","4x4 wood",2.67
3570,100624,"4 in. x 4 in. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Post","post 4x4 6ft",3
3576,100624,"4 in. x 4 in. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Post","woodebn fence panels",2.67
3578,100625,"Delta Prelude 2-piece 1.28 GPF Round Front Toilet in White","delta riosa toilet",2.67
3579,100625,"Delta Prelude 2-piece 1.28 GPF Round Front Toilet in White","glaciar bay toiled",2.67
3580,100625,"Delta Prelude 2-piece 1.28 GPF Round Front Toilet in White","glacier bay toilets",3
3583,100625,"Delta Prelude 2-piece 1.28 GPF Round Front Toilet in White","toilet bowl",3
3584,100625,"Delta Prelude 2-piece 1.28 GPF Round Front Toilet in White","toilet glacier bay",2
3590,100626,"270 CFM Through-the-Wall Exhaust Fan","kitchen wall plastic vent",2.67
3591,100627,"APC 11 Outlet 2375J Surge","surge protector",3
3597,100628,"KOHLER Cimarron 2-piece 1.28 GPF Single Flush Round Toilet in White","handicap toilet",2
3604,100628,"KOHLER Cimarron 2-piece 1.28 GPF Single Flush Round Toilet in White","toilet bowl",3
3606,100628,"KOHLER Cimarron 2-piece 1.28 GPF Single Flush Round Toilet in White","toto one piece toilet",2.33
3610,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","4x8wood paneling",2.67
3611,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","fiber bener board",1
3612,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","hardiboard siding",1.67
3614,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","MDF 4x8",1.67
3615,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","paneling 4x8  sheet",2.67
3616,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","plywood 4x8",2.33
3618,100629,"Hardboard Tempered Panel (Common: 1/8 in. 4 ft. x 8 ft.,; Actual: 0.115 in. x 47.7 in. x 95.7 in.)","siding and plywood",2
3624,100632,"Glacier Bay 2-piece Dual Flush Round Toilet in White","glacie bay dual flush",1.67
3625,100632,"Glacier Bay 2-piece Dual Flush Round Toilet in White","glacier bay toilets",3
3627,100632,"Glacier Bay 2-piece Dual Flush Round Toilet in White","handicap toilet",2.67
3629,100632,"Glacier Bay 2-piece Dual Flush Round Toilet in White","petite round toilet  white",2.67
3632,100633,"Emsco 32-1/8 in. Sandstone Greek Column","column post",3
3635,100633,"Emsco 32-1/8 in. Sandstone Greek Column","porch pillars",1.33
3636,100633,"Emsco 32-1/8 in. Sandstone Greek Column","wood porch post",2.67
3638,100634,"Origami 61 in. x 21.64 in. x 4.13 in. General Purpose Folding Metal Shelf","Shelves Metal",3
3639,100635,"RIDGID GEN5X Brushless 18-Volt Compact Hammer Drill/Driver and 3-Speed Impact Driver Combo Kit","battery drill combo",2.67
3640,100635,"RIDGID GEN5X Brushless 18-Volt Compact Hammer Drill/Driver and 3-Speed Impact Driver Combo Kit","brushless",2.67
3641,100635,"RIDGID GEN5X Brushless 18-Volt Compact Hammer Drill/Driver and 3-Speed Impact Driver Combo Kit","dewalt 18v drill with light",1.67
3643,100635,"RIDGID GEN5X Brushless 18-Volt Compact Hammer Drill/Driver and 3-Speed Impact Driver Combo Kit","hammer drills and driver impact combo",2.33
3647,100635,"RIDGID GEN5X Brushless 18-Volt Compact Hammer Drill/Driver and 3-Speed Impact Driver Combo Kit","rigid combo",2.67
3651,100636,"MOEN 54 in. - 72 in. Adjustable Length Curved Shower Rod in Brushed Nickel","shower curtain rod",3
3657,100637,"Philips 4 ft. T8 17-Watt Daylight Linear LED Light Bulb","T 8 bulbs",3
3658,100637,"Philips 4 ft. T8 17-Watt Daylight Linear LED Light Bulb","t8 17watt 4",3
3661,100638,"Bosch DareDevil Spade Bit Set (13-Piece)","bosch drill bit",3
3665,100639,"Teks #12 x 1 in. Hex-Washer-Head Drill Point Roofing Screw (80-Pack)","1 black self tapping screws",2.33
3669,100640,"Frigidaire 27.19 cu. ft. French Door Refrigerator in Stainless Steel","custom order french doors",2.33
3675,100640,"Frigidaire 27.19 cu. ft. French Door Refrigerator in Stainless Steel","stainless steel man doors",2
